Dia,Hora,Latitud Central,Longitud Central,Tipo de Via,Congestion
Thursday,12:23,-12.07669725,-77.0930737,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.0768716,-77.09321665,Avenida Rafael Escardó,low
Thursday,12:23,-12.07669725,-77.0930737,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.076906650000002,-77.0925053,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.076104149999999,-77.0927472,Avenida Rafael Escardó,low
Thursday,12:23,-12.07669725,-77.0930737,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.0768716,-77.09321665,Avenida Rafael Escardó,low
Thursday,12:23,-12.07669725,-77.0930737,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.076906650000002,-77.0925053,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.076104149999999,-77.0927472,Avenida Rafael Escardó,low
Thursday,12:23,-12.077176999999999,-77.0933602,Avenida Rafael Escardó,low
Thursday,12:23,-12.0770689,-77.09352435,Avenida La Marina,low
Thursday,12:23,-12.07737475,-77.09345619999999,Avenida Rafael Escardó,low
Thursday,12:23,-12.07718265,-77.093639,Avenida de La Marina,low
Thursday,12:23,-12.077074549999999,-77.09380315,Avenida de La Marina,unknown
Thursday,12:23,-12.077003300000001,-77.093955,Avenida de La Marina,low
Thursday,12:23,-12.07748415,-77.09344185,Avenida de La Marina,low
Thursday,12:23,-12.077772549999999,-77.09360615,Avenida Rafael Escardó,low
Thursday,12:23,-12.07700455,-77.09401564999999,Avenida de La Marina,low
Thursday,12:23,-12.0774251,-77.09334469999999,Avenida Rafael Escardó,low
Thursday,12:23,-12.077598349999999,-77.09313255,Avenida de La Marina,low
Thursday,12:23,-12.0773157,-77.09335905,Avenida de La Marina,low
Thursday,12:23,-12.07669725,-77.0930737,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.0768716,-77.09321665,Avenida Rafael Escardó,low
Thursday,12:23,-12.07669725,-77.0930737,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.076906650000002,-77.0925053,Avenida Luis Banchero Rossi,unknown
Thursday,12:23,-12.076104149999999,-77.0927472,Avenida Rafael Escardó,low
Thursday,12:23,-12.077176999999999,-77.0933602,Avenida Rafael Escardó,low
Thursday,12:24,-12.0770689,-77.09352435,Avenida La Marina,low
Thursday,12:24,-12.07737475,-77.09345619999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.07718265,-77.093639,Avenida de La Marina,low
Thursday,12:24,-12.077074549999999,-77.09380315,Avenida de La Marina,unknown
Thursday,12:24,-12.077003300000001,-77.093955,Avenida de La Marina,low
Thursday,12:24,-12.07748415,-77.09344185,Avenida de La Marina,low
Thursday,12:24,-12.077772549999999,-77.09360615,Avenida Rafael Escardó,low
Thursday,12:24,-12.07700455,-77.09401564999999,Avenida de La Marina,low
Thursday,12:24,-12.0774251,-77.09334469999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.077598349999999,-77.09313255,Avenida de La Marina,low
Thursday,12:24,-12.0773157,-77.09335905,Avenida de La Marina,low
Thursday,12:24,-12.077224300000001,-77.09325215,Avenida Rafael Escardó,low
Thursday,12:24,-12.07714325,-77.09182095,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.076906650000002,-77.0925053,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.0767643,-77.0945277,Avenida de La Marina,low
Thursday,12:24,-12.0770856,-77.0932533,Avenida de La Marina,low
Thursday,12:24,-12.07691125,-77.09311035,Avenida Rafael Escardó,low
Thursday,12:24,-12.07536725,-77.0924217,Avenida Rafael Escardó,low
Thursday,12:24,-12.07785565,-77.09204545,Avenida de La Marina,low
Thursday,12:24,-12.0777967,-77.0935498,Avenida Rafael Escardó,low
Thursday,12:24,-12.078483299999998,-77.0938903,Avenida Rafael Escardó,low
Thursday,12:24,-12.077243450000001,-77.0914247,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.07714325,-77.09182095,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.07519295,-77.09235050000001,Avenida Rafael Escardó,unknown
Thursday,12:24,-12.0753076,-77.09159120000001,Avenida Carlos Gonzalez,unknown
Thursday,12:24,-12.075069800000001,-77.09230535,Avenida Rafael Escardó,low
Thursday,12:24,-12.07454765,-77.0921589,Avenida Rafael Escardó,low
Thursday,12:24,-12.07736805,-77.09073755,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.077243450000001,-77.0914247,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.07635915,-77.0953892,Avenida de La Marina,low
Thursday,12:24,-12.078593999999999,-77.09465904999999,Avenida Los Patriotas,low
Thursday,12:24,-12.078928699999999,-77.09408794999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.078483299999998,-77.0938903,Avenida Rafael Escardó,low
Thursday,12:24,-12.078928699999999,-77.09408794999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.07923155,-77.09422649999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.07736805,-77.09073755,Avenida Luis Banchero Rossi,unknown
Thursday,12:24,-12.0738554,-77.0920273,Avenida Rafael Escardó,low
Thursday,12:24,-12.079696250000001,-77.0944394,Avenida Rafael Escardó,low
Thursday,12:24,-12.07923155,-77.09422649999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.075872,-77.09641245,Avenida de La Marina,low
Thursday,12:24,-12.078063199999999,-77.09021419999999,Avenida de La Marina,low
Thursday,12:24,-12.0755733,-77.0903859,Avenida Carlos Gonzalez,unknown
Thursday,12:24,-12.0733711,-77.0920048,Avenida Rafael Escardó,low
Thursday,12:24,-12.08013805,-77.09464184999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.079696250000001,-77.0944394,Avenida Rafael Escardó,low
Thursday,12:24,-12.0780602,-77.0957592,Avenida Los Patriotas,low
Thursday,12:24,-12.0721699,-77.09187605,Avenida Rafael Escardó,low
Thursday,12:24,-12.08013805,-77.09464184999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.08068695,-77.09489015,Avenida Rafael Escardó,low
Thursday,12:24,-12.075422549999999,-77.0973382,Avenida de La Marina,low
Thursday,12:24,-12.0812176,-77.09513079999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.08068695,-77.09489015,Avenida Rafael Escardó,low
Thursday,12:24,-12.0776588,-77.09659124999999,Avenida Los Patriotas,low
Thursday,12:24,-12.078111,-77.08898310000001,Avenida de La Marina,low
Thursday,12:24,-12.075109000000001,-77.09797825,Avenida de La Marina,low
Thursday,12:24,-12.0744552,-77.09834914999999,Avenida La Marina,low
Thursday,12:24,-12.0817201,-77.09536270000001,Avenida Rafael Escardó,low
Thursday,12:24,-12.0812176,-77.09513079999999,Avenida Rafael Escardó,low
Thursday,12:24,-12.0773297,-77.09726965,Avenida Los Patriotas,low
Thursday,12:24,-12.078119000000001,-77.08869150000001,Avenida de La Marina,low
Thursday,12:24,-12.07803595,-77.08862725,Avenida Parque de las Leyendas,unknown
Thursday,12:24,-12.07812845,-77.08813275,Avenida de La Marina,low
Thursday,12:24,-12.0744479,-77.0986018,Avenida Elmer Faucett,low
Thursday,12:24,-12.07475705,-77.09870219999999,Avenida de La Marina,low
Thursday,12:24,-12.07097075,-77.0916991,Avenida Rafael Escardó,low
Thursday,12:24,-12.0824615,-77.0957106,Avenida Rafael Escardó,low
Thursday,12:24,-12.0817201,-77.09536270000001,Avenida Rafael Escardó,low
Thursday,12:24,-12.07794955,-77.08868315000001,Avenida de La Marina,low
Thursday,12:24,-12.0778103,-77.08861455,Avenida Parque de las Leyendas,unknown
Thursday,12:24,-12.0780326,-77.0887474,Avenida Parque de las Leyendas,unknown
Thursday,12:24,-12.077949,-77.08886675,Avenida de La Marina,low
Thursday,12:24,-12.076765250000001,-77.08825015,Avenida Parque de las Leyendas,unknown
Thursday,12:24,-12.07768095,-77.08867575,Avenida de La Marina,unknown
Thursday,12:24,-12.0779511,-77.08910995,Avenida de La Marina,low
Thursday,12:24,-12.0770341,-77.0978742,Avenida Los Patriotas,low
Thursday,12:25,-12.0778202,-77.08874435,Avenida Parque de las Leyendas,unknown
Thursday,12:25,-12.07775075,-77.0890414,Avenida de La Marina,low
Thursday,12:25,-12.0778225,-77.0888654,Avenida de La Marina,unknown
Thursday,12:25,-12.0709765,-77.09108284999999,Avenida de los Precursores,low
Thursday,12:25,-12.070566,-77.09158055,Avenida Rafael Escardó,low
Thursday,12:25,-12.07794785,-77.08940815,Avenida de La Marina,low
Thursday,12:25,-12.07787935,-77.08928595,Avenida de La Marina,unknown
Thursday,12:25,-12.0778055,-77.0894095,Avenida de La Marina,low
Thursday,12:25,-12.0703617,-77.09156135,Avenida de los Precursores,low
Thursday,12:25,-12.069822,-77.09136625,Avenida Rafael Escardó,low
Thursday,12:25,-12.07834365,-77.08746305,Brigida Silva de Ochoa,low
Thursday,12:25,-12.0781409,-77.08739595,Avenida de La Marina,low
Thursday,12:25,-12.074211049999999,-77.09908949999999,Avenida Elmer Faucett,low
Thursday,12:25,-12.07429085,-77.0996513,Avenida de La Marina,low
Thursday,12:25,-12.070512350000001,-77.091669,Avenida Rafael Escardó,low
Thursday,12:25,-12.07018925,-77.0918576,Avenida de los Precursores,low
Thursday,12:25,-12.077874,-77.08953170000001,Avenida de La Marina,unknown
Thursday,12:25,-12.077808300000001,-77.0899158,Avenida de La Marina,low
Thursday,12:25,-12.07793755,-77.08997125,Avenida de La Marina,low
Thursday,12:25,-12.0824615,-77.0957106,Avenida Rafael Escardó,low
Thursday,12:25,-12.0767639,-77.0984311,Avenida Los Patriotas,low
Thursday,12:25,-12.0737023,-77.09902525,Avenida Elmer Faucett,low
Thursday,12:25,-12.07302915,-77.09889555000001,Avenida Elmer Faucett,low
Thursday,12:25,-12.078145750000001,-77.08707645,Avenida de La Marina,low
Thursday,12:25,-12.0782549,-77.0871888,Avenida Brigida Silva de Ochoa,low
Thursday,12:25,-12.070716650000001,-77.0916882,Avenida de los Precursores,unknown
Thursday,12:25,-12.070934900000001,-77.0917989,Avenida Rafael Escardó,low
Thursday,12:25,-12.0793522,-77.08764435,Avenida Brigida Silva de Ochoa,low
Thursday,12:25,-12.078067050000001,-77.08699225000001,Avenida Brigida Silva de Ochoa,unknown
Thursday,12:25,-12.078148550000002,-77.0869103,Avenida de La Marina,low
Thursday,12:25,-12.069904000000001,-77.09263899999999,Avenida de los Precursores,low
Thursday,12:25,-12.07845765,-77.0872559,Avenida Brigida Silva de Ochoa,low
Thursday,12:25,-12.0733902,-77.09931885,Avenida Elmer Faucett,low
Thursday,12:25,-12.07331725,-77.09906889999999,Avenida Elmer Faucett,low
Thursday,12:25,-12.07798635,-77.08707595,Avenida de La Marina,low
Thursday,12:25,-12.0781711,-77.0860129,Avenida de La Marina,low
Thursday,12:25,-12.07646235,-77.0990551,Avenida Los Patriotas,low
Thursday,12:25,-12.0715959,-77.089795,Avenida de los Precursores,low
Thursday,12:25,-12.0779219,-77.09052295000001,Avenida de La Marina,low
Thursday,12:25,-12.07806505,-77.08716014999999,Avenida Brigida Silva de Ochoa,low
Thursday,12:25,-12.07797945,-77.08748080000001,Avenida de La Marina,low
Thursday,12:25,-12.0778045,-77.09059295,Avenida de La Marina,low
Thursday,12:25,-12.07214045,-77.0919736,Avenida Rafael Escardó,unknown
Thursday,12:25,-12.07416325,-77.10009665,Avenida Elmer Faucett,low
Thursday,12:25,-12.0737971,-77.10068915,Avenida de La Marina,low
Thursday,12:25,-12.0730839,-77.09920735,Avenida Elmer Faucett,unknown
Thursday,12:25,-12.072742550000001,-77.09898534999999,Avenida Elmer Faucett,low
Thursday,12:25,-12.07785455,-77.09076055,Avenida de La Marina,unknown
Thursday,12:25,-12.07784935,-77.0912169,Avenida de La Marina,low
Thursday,12:25,-12.07443945,-77.09972295,Avenida de La Marina,low
Thursday,12:25,-12.07335695,-77.099681,Avenida Elmer Faucett,low
Thursday,12:25,-12.073256149999999,-77.09959964999999,Avenida Elmer Faucett,unknown
Thursday,12:25,-12.0733902,-77.09931885,Avenida Elmer Faucett,low
Thursday,12:25,-12.073256149999999,-77.09959964999999,Avenida Elmer Faucett,unknown
Thursday,12:25,-12.07776805,-77.09105905,Avenida de La Marina,low
Thursday,12:25,-12.07304635,-77.09938965,Avenida Elmer Faucett,unknown
Thursday,12:25,-12.07315685,-77.0994573,Avenida Elmer Faucett,low
Thursday,12:25,-12.07556955,-77.08777665,Avenida Parque de las Leyendas,unknown
Thursday,12:25,-12.07314565,-77.099532,Avenida Elmer Faucett,low
Thursday,12:25,-12.07619375,-77.09960555,Avenida Los Patriotas,low
Thursday,12:25,-12.073484449999999,-77.10052565000001,Avenida de La Marina,low
Thursday,12:25,-12.07374885,-77.0999492,Avenida Elmer Faucett,low
Thursday,12:25,-12.07796615,-77.08815405,Avenida de La Marina,low
Thursday,12:25,-12.06968245,-77.09370055,Avenida de los Precursores,low
Thursday,12:25,-12.072362649999999,-77.09886455,Avenida Elmer Faucett,unknown
Thursday,12:25,-12.071952849999999,-77.0986959,Avenida Elmer Faucett,low
Thursday,12:25,-12.072362649999999,-77.09886455,Avenida Elmer Faucett,unknown
Thursday,12:25,-12.07193195,-77.0987598,Avenida Elmer Faucett,low
Thursday,12:25,-12.0776905,-77.09156765,Avenida de La Marina,low
Thursday,12:25,-12.07605625,-77.0998822,Avenida Los Patriotas,low
Thursday,12:25,-12.07516,-77.08761335,Avenida Parque de las Leyendas,unknown
Thursday,12:25,-12.074773749999999,-77.09903165,Avenida de La Marina,low
Thursday,12:25,-12.074567049999999,-77.0992776,Avenida Elmer Faucett,moderate
Thursday,12:25,-12.0760256,-77.09994385,Avenida Los Patriotas,unknown
Thursday,12:26,-12.07572385,-77.100559,Avenida Los Patriotas,unknown
Thursday,12:26,-12.07606505,-77.09998569999999,Avenida Coronel Andrés Razuri,unknown
Thursday,12:26,-12.07771285,-77.09179845,Avenida de La Marina,unknown
Thursday,12:26,-12.07756355,-77.09252505,Avenida de La Marina,low
Thursday,12:26,-12.0761433,-77.09994739999999,Avenida Los Patriotas,low
Thursday,12:26,-12.07636705,-77.10013825,Avenida Coronel Andrés Razuri,low
Thursday,12:26,-12.07795575,-77.08856355,Avenida de La Marina,low
Thursday,12:26,-12.07781365,-77.08855750000001,Avenida Parque de las Leyendas,unknown
Thursday,12:26,-12.08048095,-77.0881811,Avenida Brigida Silva de Ochoa,low
Thursday,12:26,-12.074946,-77.08752515,Avenida Parque de las Leyendas,unknown
Thursday,12:26,-12.0734576,-77.10143815,Avenida de La Marina,low
Thursday,12:26,-12.0782004,-77.084862,Avenida de La Marina,low
Thursday,12:26,-12.078533400000001,-77.08520705000001,Avenida Jorge Dintilhac,unknown
Thursday,12:26,-12.07628395,-77.09965475,Avenida Los Patriotas,low
Thursday,12:26,-12.0761257,-77.09986165000001,Avenida Coronel Andrés Razuri,low
Thursday,12:26,-12.077608999999999,-77.09199905,Avenida de La Marina,low
Thursday,12:26,-12.07222065,-77.08858605,Avenida de los Precursores,low
Thursday,12:26,-12.0747351,-77.08743865,Avenida Parque de las Leyendas,low
Thursday,12:26,-12.071266099999999,-77.0984715,Avenida Elmer Faucett,low
Thursday,12:26,-12.0773421,-77.0926739,Avenida de La Marina,low
Thursday,12:26,-12.071243299999999,-77.09854235,Avenida Elmer Faucett,low
Thursday,12:26,-12.07326775,-77.10184135,Avenida de La Marina,low
Thursday,12:26,-12.0745205,-77.0873477,Avenida Parque de las Leyendas,unknown
Thursday,12:26,-12.069592100000001,-77.09444535,Avenida de los Precursores,low
Thursday,12:26,-12.07508895,-77.0983828,Avenida de La Marina,low
Thursday,12:26,-12.07704115,-77.1004824,Avenida Coronel Andrés Razuri,low
Thursday,12:26,-12.076698400000001,-77.09879889999999,Avenida Los Patriotas,low
Thursday,12:26,-12.073598950000001,-77.09212015,Avenida Rafael Escardó,low
Thursday,12:26,-12.0740788,-77.08717949999999,Avenida Parque de las Leyendas,unknown
Thursday,12:26,-12.080841849999999,-77.08830275,Jirón Prolongación Ayacucho,low
Thursday,12:26,-12.08110215,-77.08856235,Avenida Brigida Silva de Ochoa,low
Thursday,12:26,-12.07812755,-77.0844999,Avenida José de la Riva Agüero,low
Thursday,12:26,-12.07823225,-77.08355420000001,Avenida de La Marina,low
Thursday,12:26,-12.078559349999999,-77.08455674999999,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.0791623,-77.0852318,Avenida Jorge Dintilhac,unknown
Thursday,12:26,-12.08120175,-77.08729065,Jirón Prolongación Ayacucho,low
Thursday,12:26,-12.08066285,-77.0881056,Avenida Brigida Silva de Ochoa,low
Thursday,12:26,-12.069547700000001,-77.09488975,Avenida de los Precursores,unknown
Thursday,12:26,-12.0779541,-77.08446789999999,Avenida José de la Riva Agüero,low
Thursday,12:26,-12.0780453,-77.08451695,Avenida de La Marina,low
Thursday,12:26,-12.0702998,-77.0980582,Avenida Elmer Faucett,low
Thursday,12:26,-12.073027199999999,-77.10232475000001,Avenida de La Marina,low
Thursday,12:26,-12.07076095,-77.09839389999999,Avenida Elmer Faucett,low
Thursday,12:26,-12.07804125,-77.08464145,Avenida de La Marina,low
Thursday,12:26,-12.07812635,-77.08454325,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.07781045,-77.08448255,Avenida José de la Riva Agüero,low
Thursday,12:26,-12.07803215,-77.08495895,Avenida de La Marina,low
Thursday,12:26,-12.0753017,-77.10141995,Avenida Los Patriotas,low
Thursday,12:26,-12.072542,-77.08795695,Avenida de los Precursores,moderate
Thursday,12:26,-12.07540025,-77.097753,Avenida de La Marina,low
Thursday,12:26,-12.0778177,-77.08452595,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.07650155,-77.08427845,Avenida La Marina,low
Thursday,12:26,-12.077752449999998,-77.0848479,Avenida de La Marina,unknown
Thursday,12:26,-12.077957300000001,-77.0846358,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.07796015,-77.08455465,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.080540549999998,-77.08549905000001,Pasaje Pedro Benvenutto Murrieta,unknown
Thursday,12:26,-12.06943935,-77.0958485,Avenida de los Precursores,unknown
Thursday,12:26,-12.0803339,-77.0879119,Avenida Brigida Silva de Ochoa,low
Thursday,12:26,-12.0737105,-77.08704589999999,Avenida Parque de las Leyendas,unknown
Thursday,12:26,-12.074069000000001,-77.08596255,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:26,-12.07052885,-77.09838205,Avenida Elmer Faucett,unknown
Thursday,12:26,-12.070059,-77.0981682,Avenida Elmer Faucett,low
Thursday,12:26,-12.0813957,-77.08953755,Prolongación Manco Segundo,unknown
Thursday,12:26,-12.08188455,-77.08899815000001,Avenida Brigida Silva de Ochoa,low
Thursday,12:26,-12.08143455,-77.0886839,Jíron Prolongación Cuzco,low
Thursday,12:26,-12.07918785,-77.08460969999999,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.078559349999999,-77.08455674999999,Avenida José de la Riva Agüero,unknown
Thursday,12:26,-12.073664,-77.08707905,Avenida Manuel Cipriano Dulanto,unknown
Thursday,12:26,-12.07327535,-77.08691345,Avenida Parque de las Leyendas,low
Thursday,12:26,-12.078186299999999,-77.10107145,Avenida Coronel Andrés Razuri,low
Thursday,12:26,-12.07267725,-77.1030703,Avenida de La Marina,moderate
Thursday,12:26,-12.0727809,-77.08738695,Avenida de los Precursores,low
Thursday,12:27,-12.07052885,-77.09838205,Avenida Elmer Faucett,unknown
Thursday,12:27,-12.070991,-77.0985903,Avenida Elmer Faucett,low
Thursday,12:27,-12.0736716,-77.08713365,Avenida Parque de las Leyendas,low
Thursday,12:27,-12.08117425,-77.0884243,Avenida Brigida Silva de Ochoa,low
Thursday,12:27,-12.08143455,-77.0886839,Jíron Prolongación Cuzco,low
Thursday,12:27,-12.0737181,-77.08710049999999,Avenida Mariscal de la Mar,low
Thursday,12:27,-12.07414635,-77.08732185,Avenida Parque de las Leyendas,low
Thursday,12:27,-12.07464675,-77.0923115,Avenida Rafael Escardó,low
Thursday,12:27,-12.07810905,-77.08519655,Avenida Jorge Dintilhac,unknown
Thursday,12:27,-12.07800645,-77.0860936,Avenida de La Marina,low
Thursday,12:27,-12.08009925,-77.08779039999999,Avenida Brigida Silva de Ochoa,low
Thursday,12:27,-12.0750489,-77.1019415,Avenida Los Patriotas,low
Thursday,12:27,-12.0778858,-77.0851941,Avenida Jorge Dintilhac,unknown
Thursday,12:27,-12.0774097,-77.0851845,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:27,-12.077726349999999,-77.08650019999999,Avenida de La Marina,low
Thursday,12:27,-12.0793242,-77.08743949999999,Avenida Brigida Silva de Ochoa,low
Thursday,12:27,-12.07585075,-77.09682755,Avenida de La Marina,low
Thursday,12:27,-12.07712445,-77.09792164999999,Avenida Los Patriotas,low
Thursday,12:27,-12.08058715,-77.08481785,Pasaje Pedro Benvenutto Murrieta,unknown
Thursday,12:27,-12.07918785,-77.08460969999999,Avenida José de la Riva Agüero,unknown
Thursday,12:27,-12.072686449999999,-77.0872635,Avenida de los Precursores,low
Thursday,12:27,-12.0746549,-77.10276379999999,Avenida Los Patriotas,low
Thursday,12:27,-12.07298565,-77.086927,Avenida de los Precursores,low
Thursday,12:27,-12.069586600000001,-77.09786919999999,Avenida de los Precursores,low
Thursday,12:27,-12.069387899999999,-77.09794729999999,Avenida Elmer Faucett,low
Thursday,12:27,-12.0696177,-77.09757164999999,Avenida de los Precursores,low
Thursday,12:27,-12.083183250000001,-77.08959565,Avenida Brigida Silva de Ochoa,low
Thursday,12:27,-12.0774181,-77.09731704999999,Avenida Los Patriotas,low
Thursday,12:27,-12.072253100000001,-77.09904159999999,Avenida Elmer Faucett,low
Thursday,12:27,-12.07240675,-77.103583,Avenida de La Marina,unknown
Thursday,12:27,-12.0768375,-77.0851769,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:27,-12.0774097,-77.0851845,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:27,-12.0747999,-77.0875827,Avenida Parque de las Leyendas,unknown
Thursday,12:27,-12.07233225,-77.10366365,Avenida de La Marina,low
Thursday,12:27,-12.07851215,-77.0822025,Avenida La Marina,low
Thursday,12:27,-12.07826945,-77.0821724,Avenida de La Marina,low
Thursday,12:27,-12.0697223,-77.09668225,Avenida de los Precursores,low
Thursday,12:27,-12.0753296,-77.0925225,Avenida Rafael Escardó,low
Thursday,12:27,-12.072280150000001,-77.1037761,Avenida de La Marina,low
Thursday,12:27,-12.06932825,-77.0968012,Avenida de los Precursores,low
Thursday,12:27,-12.0691962,-77.0979565,Avenida de los Precursores,low
Thursday,12:27,-12.0687642,-77.0977482,Avenida Elmer Faucett,unknown
Thursday,12:27,-12.08157915,-77.08604729999999,Jirón Prolongación Ayacucho,low
Thursday,12:27,-12.07213045,-77.10411145,Avenida de La Marina,low
Thursday,12:27,-12.0813957,-77.08953755,Prolongación Manco Segundo,unknown
Thursday,12:27,-12.069373500000001,-77.0980836,Avenida Elmer Faucett,low
Thursday,12:27,-12.06917415,-77.09815929999999,Avenida de los Precursores,low
Thursday,12:27,-12.0754128,-77.08783395,Avenida Parque de las Leyendas,low
Thursday,12:27,-12.0768375,-77.0851769,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:27,-12.075831749999999,-77.08509194999999,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:27,-12.075847249999999,-77.0927505,Avenida Rafael Escardó,low
Thursday,12:27,-12.0791213,-77.10154695,Avenida Coronel Andrés Razuri,low
Thursday,12:27,-12.076556700000001,-77.09539625,Avenida de La Marina,low
Thursday,12:27,-12.06914265,-77.09845275,Avenida de los Precursores,low
Thursday,12:27,-12.06927975,-77.09720025,Avenida de los Precursores,low
Thursday,12:27,-12.077746600000001,-77.0966406,Avenida Los Patriotas,low
Thursday,12:27,-12.07242785,-77.08788659999999,Avenida de los Precursores,low
Thursday,12:27,-12.078551000000001,-77.08709984999999,Avenida Brigida Silva de Ochoa,low
Thursday,12:27,-12.0695652,-77.0980744,Avenida de los Precursores,low
Thursday,12:27,-12.06986455,-77.09823535,Avenida Elmer Faucett,low
Thursday,12:27,-12.0816699,-77.0853772,Jirón Prolongación Ayacucho,low
Thursday,12:27,-12.08212525,-77.08596735,Avenida Jorge Dintilhac,unknown
Thursday,12:27,-12.0783088,-77.08144705000001,Avenida de La Marina,low
Thursday,12:27,-12.0785257,-77.0817927,Avenida Universitaria,low
Thursday,12:27,-12.074274800000001,-77.1035577,Avenida Los Patriotas,low
Thursday,12:27,-12.0788497,-77.08179675,Avenida Universitaria,unknown
Thursday,12:27,-12.069079649999999,-77.09905649999999,Avenida de los Precursores,low
Thursday,12:27,-12.0797688,-77.10186630000001,Avenida Coronel Andrés Razuri,low
Thursday,12:27,-12.06925345,-77.09742295000001,Avenida de los Precursores,low
Thursday,12:28,-12.07839115,-77.08703639999999,Avenida Brigida Silva de Ochoa,low
Thursday,12:28,-12.07198795,-77.08873535000001,Avenida de los Precursores,low
Thursday,12:28,-12.0743688,-77.08485974999999,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:28,-12.074519,-77.08434514999999,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:28,-12.074731100000001,-77.08493775,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:28,-12.07824785,-77.087007,Avenida Brigida Silva de Ochoa,low
Thursday,12:28,-12.0782493,-77.0869247,Brigida Silva de Ochoa,low
Thursday,12:28,-12.068794950000001,-77.09751305,Avenida Elmer Faucett,low
Thursday,12:28,-12.0692257,-77.0976815,Avenida de los Precursores,low
Thursday,12:28,-12.0743688,-77.08485974999999,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:28,-12.074010300000001,-77.08594310000001,Avenida de los Precursores,low
Thursday,12:28,-12.07896045,-77.08161985000001,Avenida Universitaria,low
Thursday,12:28,-12.0790927,-77.08178925000001,Avenida Universitaria,low
Thursday,12:28,-12.068063299999999,-77.09754275,Avenida Elmer Faucett,unknown
Thursday,12:28,-12.07650155,-77.08427845,Avenida La Marina,low
Thursday,12:28,-12.07494095,-77.08393749999999,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.076757,-77.08837199999999,Avenida Parque de las Leyendas,low
Thursday,12:28,-12.076460650000001,-77.09302585,Avenida Rafael Escardó,low
Thursday,12:28,-12.0781508,-77.0958084,Avenida Los Patriotas,low
Thursday,12:28,-12.070341299999999,-77.0983828,Avenida Elmer Faucett,low
Thursday,12:28,-12.078894250000001,-77.0813995,Avenida Universitaria,low
Thursday,12:28,-12.0740532,-77.1040122,Avenida Los Patriotas,low
Thursday,12:28,-12.0800503,-77.08198735,Avenida Universitaria,low
Thursday,12:28,-12.0782511,-77.08110020000001,Avenida Universitaria,low
Thursday,12:28,-12.0783778,-77.0808957,Avenida de La Marina,low
Thursday,12:28,-12.08173515,-77.0847057,Jirón Prolongación Ayacucho,low
Thursday,12:28,-12.082295850000001,-77.08515985,Avenida José de la Riva Agüero,unknown
Thursday,12:28,-12.08058715,-77.08481785,Pasaje Pedro Benvenutto Murrieta,unknown
Thursday,12:28,-12.069908550000001,-77.0951163,Avenida de los Precursores,low
Thursday,12:28,-12.07813835,-77.08138550000001,Avenida de La Marina,low
Thursday,12:28,-12.07784495,-77.0809954,Avenida Universitaria,low
Thursday,12:28,-12.0786098,-77.08099494999999,Pasaje 39,low
Thursday,12:28,-12.0785666,-77.08123075,Avenida Universitaria,low
Thursday,12:28,-12.084024750000001,-77.08996555,Avenida Brigida Silva de Ochoa,unknown
Thursday,12:28,-12.083766050000001,-77.09043435000001,Avenida del Pacifico,unknown
Thursday,12:28,-12.0675706,-77.0974282,Avenida Elmer Faucett,unknown
